,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,lang
57,1505694047683608577,1505694047683608577,1647820410000.0,2022-03-20 23:53:30,+0000,,Buat keluarga dan kerabatnya Tolong beritahu adik Jusmang ini ya bahwa pada saat MotoGP Mandalika ada kok tv nasional yg siarkan...bilang fitnah dan hoax dia sungguh menyakitkan jiwa saya sbg bangsa Indonesia. Manusia satu ini sangat menjijikkan buat saya,in,[],[],390671165,390671165,suketi666,AGAINST Boko Haram,7,23,https://twitter.com/suketi666/status/1505694047683608577,[],[],0,,False,0,0,0,https://twitter.com/JusmangDjalil/status/1505487146303438850,Mandalika,,,,,,,[],,,,,id
58,1505694037613092864,1505694037613092864,1647820407000.0,2022-03-20 23:53:27,+0000,,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/tzFNaNVgsq",in,[],[],78239324,78239324,BolaSportcom,BolaSport.com,7,23,https://twitter.com/BolaSportcom/status/1505694037613092864,['https://sportfeat.bolasport.com/read/443195847/motogp-indonesia-2022-selain-anaknya-sosok-richman-juga-dimuliakan-miguel-oliveira-setelah-menjuarai-motogp-mandalika'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
59,1505694027106369537,1505694027106369537,1647820405000.0,2022-03-20 23:53:25,+0000,,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/6VbuYd8suW",in,[],[],626306017,626306017,tribunSUPERBALL,SuperBall.id,7,23,https://twitter.com/tribunSUPERBALL/status/1505694027106369537,['https://sportfeat.bolasport.com/read/443195847/motogp-indonesia-2022-selain-anaknya-sosok-richman-juga-dimuliakan-miguel-oliveira-setelah-menjuarai-motogp-mandalika'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
60,1505694006197776385,1505694006197776385,1647820400000.0,2022-03-20 23:53:20,+0000,,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/svku64v97Y",in,[],[],867341476753063936,867341476753063936,bolasportdotcom,BolaSport.com,7,23,https://twitter.com/bolasportdotcom/status/1505694006197776385,['https://sportfeat.bolasport.com/read/443195847/motogp-indonesia-2022-selain-anaknya-sosok-richman-juga-dimuliakan-miguel-oliveira-setelah-menjuarai-motogp-mandalika'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
61,1505693934638407681,1505693934638407681,1647820383000.0,2022-03-20 23:53:03,+0000,,Sejumlah artis dan pasangan artis ikut memeriahkan ajang MotoGP Mandalika sebagai penonton.  https://t.co/Y7Ik3efhOi,in,[],[],989782731302187008,989782731302187008,matamata_com,matamatadotcom,7,23,https://twitter.com/matamata_com/status/1505693934638407681,['https://www.matamata.com/seleb/2022/03/21/064500/deretan-artis-nonton-motogp-mandalika-sukses-bikin-netizen-iri-ada-yang-sampai-ketiduran?utm_source=dlvr.it&utm_medium=twitter'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
62,1505693845488476160,1505693845488476160,1647820361000.0,2022-03-20 23:52:41,+0000,,"Tetangga gua ada yg nonton langsung ke Mandalika, satu orang 16jt gtu klo ga salah, dan ini yg berangkat pasutri. Itu 16jt dia ikut paket tour apa memang khusus nonton ga tau juga sii... Kaget aja gua 16jt kali 2 behhh, hobi mahal selagi mampu gpp gasss, gua cuma bisa geleng""",in,[],[],1224723529389658112,1224723529389658112,jnkkmoonbit,𝓶𝓸𝓵𝓲 ★᭄,7,23,https://twitter.com/jnkkmoonbit/status/1505693845488476160,[],[],0,,False,0,0,0,https://twitter.com/lucywiryono/status/1505557875711627266,Mandalika,,,,,,,[],,,,,id
63,1505693837624504320,1505442973554999297,1647820359000.0,2022-03-20 23:52:39,+0000,,"@maspiyuaja Alhamdulillah, pembalap,kru dan penonton jadi bisa lebih lama di sirkuit mandalika berkat hujan dan semua adem,kecuali ebong yg kesel anies hadir hahaha",in,[],[],2201644939,2201644939,HobiMobil,HobiMobil,7,23,https://twitter.com/HobiMobil/status/1505693837624504320,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'maspiyuaja', 'name': 'Mas Piyu', 'id': '1350872548620201985'}]",,,,,id
65,1505693669948493824,1505693669948493824,1647820320000.0,2022-03-20 23:52:00,+0000,,"5 Fakta Sirkuit Mandalika yang Wajib Kamu Ketahui, Pemandangan Indah dan Ada Corak Tenun Sasak -  https://t.co/bBFhAz7tVr",in,[],[],817669043792420864,817669043792420864,kalderanews,KalderaNews,7,23,https://twitter.com/kalderanews/status/1505693669948493824,['https://www.kalderanews.com/2022/03/5-fakta-sirkuit-mandalika-yang-wajib-kamu-ketahui-pemandangan-indah-dan-ada-corak-tenun-sasak/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
66,1505693650407227395,1505462783751585794,1647820315000.0,2022-03-20 23:51:55,+0000,,@Sigmahalim @BrgtRJ @GeiszChalifah Lho gw kan memberi contoh kadrun OD yg menentang Mandalika. Sesuai tweetnya @GeiszChalifah klo yg menentang itu OD.  Masak kalimat simpel bahasa Indonesia kayak gitu aja elu gak ngerti? Apa karena segolongan makanya wajib membela? Ya ya ya 😂😂😂,in,[],[],108582126,108582126,MaulanaNur,Maulana Nur,7,23,https://twitter.com/MaulanaNur/status/1505693650407227395,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Sigmahalim', 'name': 'SUHALIM', 'id': '1194978102029340673'}, {'screen_name': 'BrgtRJ', 'name': 'selalu dilema tapi di bawah receh aja', 'id': '1306627015735259142'}, {'screen_name': 'GeiszChalifah', 'name': 'Geisz Chalifah', 'id': '1297510664148103168'}]",,,,,id
67,1505693528500097024,1505393818727813123,1647820286000.0,2022-03-20 23:51:26,+0000,,@HerryChristant @adri7537 Mantap mas bro bisa menikmati balapan motor gp mandalika.,in,[],[],1356964238376505345,1356964238376505345,mamat_oking1,waru doyong.,7,23,https://twitter.com/mamat_oking1/status/1505693528500097024,[],[],0,,False,2,1,0,,Mandalika,,,,,,,"[{'screen_name': 'HerryChristant', 'name': '#BORNEO ♏🅰❎.III', 'id': '1357686251101409282'}, {'screen_name': 'adri7537', 'name': '𝕬𝖉𝖗𝖎 🇮🇩', 'id': '1291702931075432448'}]",,,,,id
68,1505693526352621570,1505056468822683652,1647820285000.0,2022-03-20 23:51:25,+0000,,@korantempo Media taek!!  Di mandalika semua hotel full sampai sampai disediakan tenda tenda dan itu pun sudah penuh semua.  Karena gelaran Moto GP yg mendapatakan sambutan luar biasa dari dalam dan luar negeri.,in,[],[],1456942883206885378,1456942883206885378,hideo_samuel,Hideo Samuel,7,23,https://twitter.com/hideo_samuel/status/1505693526352621570,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'korantempo', 'name': 'Koran Tempo', 'id': '20963426'}]",,,,,id
70,1505693444337209344,1505445983966359554,1647820266000.0,2022-03-20 23:51:06,+0000,,@jayapuraupdate Pawang hujan pertama saat pembukaan mandalika kemana?,in,[],[],333421958,333421958,Isfy_fav,Isfy,7,23,https://twitter.com/Isfy_fav/status/1505693444337209344,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'jayapuraupdate', 'name': 'Timur Matahari', 'id': '771460293566140416'}]",,,,,id
71,1505693208851886082,1505440821843472390,1647820210000.0,2022-03-20 23:50:10,+0000,,@zoelfick @denkmit bener2 ini bule dari kemaren underestimate mandalika...keknya ada pesanan...,in,[],[],1464417976220889088,1464417976220889088,KeluargakuC,explore,7,23,https://twitter.com/KeluargakuC/status/1505693208851886082,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'zoelfick', 'name': 'Zulfikar Akbar', 'id': '86934018'}, {'screen_name': 'denkmit', 'name': 'Simon Patterson', 'id': '23077175'}]",,,,,id
72,1505693168423309312,1505514988995194883,1647820200000.0,2022-03-20 23:50:00,+0000,,"@Hilmi28 Dr yg tersaji di Mandalika jls terlihat yg melakukan itu bukan muslim. Itu cara dia beribadah, kok disebut musrik? Berarti Anda menganggap penganut agama sejenis dengan yg ritual di Mandalika sebagai musrik?   Agama mereka beda dengan kita, hargai itu!!",in,[],[],57577363,57577363,samsulhadi,"Pakai Masker, Cok!!",7,23,https://twitter.com/samsulhadi/status/1505693168423309312,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Hilmi28', 'name': 'Hilmi Firdausi', 'id': '65067181'}]",,,,,id
74,1505693138991550468,1505693138991550468,1647820193000.0,2022-03-20 23:49:53,+0000,,"Sangat benar, @Hilmi28  Melalui ""pawang hujan"" Mandalika, Allah Subhanahu Wa Ta'ala menunjukkan Kuasa Nya Acara berlangsung dengan sukses Tiada seorang pun yang mengalami suatu mala petaka Hingga mereka masing masing tiba dengan selamat dan sehat di tujuan/tempat tinggal mereka",in,[],[],166151383,166151383,dasaagustus88,budinapit#4745,7,23,https://twitter.com/dasaagustus88/status/1505693138991550468,[],[],0,,False,0,0,0,https://twitter.com/Hilmi28/status/1505514988995194883,Mandalika,,,,,,,[],,,,,id
75,1505693136764301313,1505693136764301313,1647820192000.0,2022-03-20 23:49:52,+0000,,"Dengan menggunakan motor perang tua tahun 40-an, Gubernur Jawa Barat @ridwankamil membonceng Pembalap Indonesia Legendaris asal Jawa Barat, kang Tjetjep Heriyana, di Mandalika Lombok.  Kedepannya Pembalap Indonesia harus jadi Juara MotoGP.  Bersama Juara   #rkri #rkri24 #rkri2024  https://t.co/4tp6tm3z02",in,"['rkri', 'rkri24', 'rkri2024']",[],1371434000779120644,1371434000779120644,gnijnasional,Gerakan Nasional Indonesia Juara,7,23,https://twitter.com/gnijnasional/status/1505693136764301313,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505693093558829057/pu/img/EAnI-x1iR5fkDx0s.jpg,False,2,0,0,,Mandalika,,,,,,,[],,,,,id
76,1505693136013561859,1504307693217013761,1647820192000.0,2022-03-20 23:49:52,+0000,,@marcmarquez93 Jangan banyak dangdutan mangkanya marc keknya sakit pinggang ampe gk bisa ikut pergelaran motoGp di mandalika,in,[],[],1505392046038994944,1505392046038994944,ArisRiskyfauzi3,Aris Risky fauzi,7,23,https://twitter.com/ArisRiskyfauzi3/status/1505693136013561859,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'marcmarquez93', 'name': 'Marc Márquez', 'id': '607281049'}]",,,,,id
77,1505693125872074752,1505495707519791108,1647820190000.0,2022-03-20 23:49:50,+0000,,@tubbirfess Pawang hujan yang lama kemana ya? Dulu beliau menuntut karena dikatakan gagal saat uji coba mandalika.,in,[],[],333421958,333421958,Isfy_fav,Isfy,7,23,https://twitter.com/Isfy_fav/status/1505693125872074752,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'tubbirfess', 'name': 'TUBBI @ AYO JOIN DISCORD TUBIHUB', 'id': '872572075340292097'}]",,,,,id
80,1505692938541547520,1505546017533431813,1647820145000.0,2022-03-20 23:49:05,+0000,,@SisiwittFrida permintaan dorna emang race d mandalika di musim ujan. mungkin emang mau nya ujan.,in,[],[],63913907,63913907,Dhannygunawan,dhanny phography,7,23,https://twitter.com/Dhannygunawan/status/1505692938541547520,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'SisiwittFrida', 'name': 'Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru)', 'id': '2165860890'}]",,,,,id
83,1505692842878210049,1505692842878210049,1647820122000.0,2022-03-20 23:48:42,+0000,,"Yang dibanggakan #MotoGP bisa berlangsung di Mandalika, tapi lupa tanggung jawab utama: Penonton, yang telah membayar tiket...! #Indonesia #Nalar?  https://t.co/4eF2joI4Y8",in,"['motogp', 'indonesia', 'nalar']",[],129750289,129750289,ZAEffendy,#KataNalar,7,23,https://twitter.com/ZAEffendy/status/1505692842878210049,['https://cnnindonesia.com/olahraga/20220321001040-156-773958/penonton-motogp-mandalika-telantar-sampai-tengah-malam?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed'],[],0,,False,112,1,58,,Mandalika,,,,,,,[],,,,,id
84,1505692781100306432,1505178400285102086,1647820108000.0,2022-03-20 23:48:28,+0000,,"@haluajadulu_ @Naufallatif99 @dewahoya Tahun lalu WSBK udah balapan di Mandalika, Nanti November ini juga ada lagi WSBK di Mandalika...",in,[],[],1327618530863321089,1327618530863321089,bayoee_wind,Ü,7,23,https://twitter.com/bayoee_wind/status/1505692781100306432,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'haluajadulu_', 'name': 'van', 'id': '1274554716324675591'}, {'screen_name': 'Naufallatif99', 'name': 'naufallatif', 'id': '241899706'}, {'screen_name': 'dewahoya', 'name': 'Hoya', 'id': '184778091'}]",,,,,id
85,1505692747474554881,1505692747474554881,1647820100000.0,2022-03-20 23:48:20,+0000,,"Overall bangga lah sama penyelenggaraan MotoGP Mandalika. Gw harap Indonesia bisa dikenal karena budayanya, bukan netijennya ataupun kasus-kasusnya. Biar kek Jepang. Budayanya kental dan tetap dipertahankan",in,[],[],734293722,734293722,Bimantara_H_P,Bimantara Hanumpraja ,7,23,https://twitter.com/Bimantara_H_P/status/1505692747474554881,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
86,1505692710359166976,1505692710359166976,1647820091000.0,2022-03-20 23:48:11,+0000,,"Buat saya yg paling ""ngeselin"" itu adalah si pawang ini dibayar. kalo emng ritual pawang ujan ini dianggap ritual keagamaan, saya yakin penganut agama &amp; kepercayaan lain jg berdoa spya gak ujan di Mandalika",in,[],[],525085025,525085025,kakangprabuuuuu,Kangmas,7,23,https://twitter.com/kakangprabuuuuu/status/1505692710359166976,[],[],0,,False,0,2,0,https://twitter.com/TogaHQ/status/1505526203771359235,Mandalika,,,,,,,[],,,,,id
87,1505692701726969859,1505688702210564097,1647820089000.0,2022-03-20 23:48:09,+0000,,@BangJovi9 Rasanya pengen sliding tekel yg ngasih piala di MotoGP Mandalika kmrn #IstanaSarangMafia #IstanaSarangMafia,in,"['istanasarangmafia', 'istanasarangmafia']",[],113004838,113004838,AryTGunadi,Ary T Gunadi,7,23,https://twitter.com/AryTGunadi/status/1505692701726969859,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
89,1505692673063018496,1505620187319615492,1647820082000.0,2022-03-20 23:48:02,+0000,,@MotoGP Big Thanks to @_TNIAU untuk kerja kerasnya dalam melaksanakan modifikasi cuaca di Mandalika.,in,[],[],897825027671810050,897825027671810050,RyanAl6699,Tukang Riding,7,23,https://twitter.com/RyanAl6699/status/1505692673063018496,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'MotoGP', 'name': 'MotoGP™🏁', 'id': '14082692'}]",,,,,id
90,1505692647922761730,1505692647922761730,1647820076000.0,2022-03-20 23:47:56,+0000,,"Mandalika dihelat penonton bs nonton riuh &amp; Oliviera si dokter gigi itu juara, Bagas-Fikri juara Alla England, Ferarri berjaya di GP Bahrain, dunia sepertinya memberi harapan baru ke depan  Wilujeng Morgen. Selamat Senin",in,[],[],900006804003762176,900006804003762176,kangnugo85,꧋ꦄꦣꦶꦤꦺꦒꦺꦴꦫꦺꦴ,7,23,https://twitter.com/kangnugo85/status/1505692647922761730,[],[],0,,False,2,2,0,,Mandalika,,,,,,,[],,,,,id
92,1505692594394722306,1505692594394722306,1647820063000.0,2022-03-20 23:47:43,+0000,,inilah Indonesia ragam budaya dan doa mohon pada Tuhan untuk redakan hujan Mandalika motor GP ....Nyatanya hujan reda dn terang  ....  #查开房记录 #人肉找人  https://t.co/QsVS5gxH4b,in,"['查开房记录', '人肉找人']",[],1481095897933320193,1481095897933320193,zhiai65434218,查开房查记录查出行记录定位地址私家侦探查手机号,7,23,https://twitter.com/zhiai65434218/status/1505692594394722306,[],['https://pbs.twimg.com/media/FOVLb0hUYAMfRVt.jpg'],1,https://pbs.twimg.com/media/FOVLb0hUYAMfRVt.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
94,1505692497284001794,1505692497284001794,1647820040000.0,2022-03-20 23:47:20,+0000,,"Ternyata Begini Kisah dan Arti Mandalika, Sang Putri yang Menjatuhkan Diri ke Laut -  https://t.co/Hp3CeSsNDQ",in,[],[],817669043792420864,817669043792420864,kalderanews,KalderaNews,7,23,https://twitter.com/kalderanews/status/1505692497284001794,['https://www.kalderanews.com/2022/03/ternyata-begini-kisah-dan-arti-mandalika-sang-putri-yang-menjatuhkan-diri-ke-laut/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
95,1505692452698882053,1505178400285102086,1647820029000.0,2022-03-20 23:47:09,+0000,,@danielm17383640 @Naufallatif99 @dewahoya Bukannya kontrak mandalika sampe 2031 ya ?,in,[],[],2601611496,2601611496,dollydoldol,Capt. Levi,7,23,https://twitter.com/dollydoldol/status/1505692452698882053,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'danielm17383640', 'name': 'daniel manullang', 'id': '1145273416380928001'}, {'screen_name': 'Naufallatif99', 'name': 'naufallatif', 'id': '241899706'}, {'screen_name': 'dewahoya', 'name': 'Hoya', 'id': '184778091'}]",,,,,id
96,1505692450647552004,1505469755443990528,1647820029000.0,2022-03-20 23:47:09,+0000,,@f1speed_indo Mandalika nggak bisa buat F1 ya?,in,[],[],1215191965580480512,1215191965580480512,Antonio55826640,Antonio,7,23,https://twitter.com/Antonio55826640/status/1505692450647552004,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'f1speed_indo', 'name': 'F1 Speed Indonesia', 'id': '1019746932833468416'}]",,,,,id
98,1505692433337978880,1505178400285102086,1647820025000.0,2022-03-20 23:47:05,+0000,,"@Naufallatif99 @dewahoya Kayaknya bakalan rutin soalnya dari Dorna ngasih kontrak 10tahun. Event balapWSBK bakalan race di Mandalika untuk ke 2X ,digelar November nanti .",in,[],[],1327618530863321089,1327618530863321089,bayoee_wind,Ü,7,23,https://twitter.com/bayoee_wind/status/1505692433337978880,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Naufallatif99', 'name': 'naufallatif', 'id': '241899706'}, {'screen_name': 'dewahoya', 'name': 'Hoya', 'id': '184778091'}]",,,,,id
99,1505692310935269376,1505514988995194883,1647819995000.0,2022-03-20 23:46:35,+0000,,"@Hilmi28 Iya, Allah menunjukkan kuasanya di Mandalika dengan membuyarkan impian dan harapan manusia2 berhati iblis. MotoGP sukses di gelar berkat pak Jokowi🇮🇩💯💪  https://t.co/dK4rf66FQm",in,[],[],1045844556317507584,1045844556317507584,ronaldua1,ronal,7,23,https://twitter.com/ronaldua1/status/1505692310935269376,[],['https://pbs.twimg.com/media/FOVLLQhVgAI3Prg.jpg'],1,https://pbs.twimg.com/media/FOVLLQhVgAI3Prg.jpg,False,4,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Hilmi28', 'name': 'Hilmi Firdausi', 'id': '65067181'}]",,,,,id
100,1505692188893659141,1505692188893659141,1647819966000.0,2022-03-20 23:46:06,+0000,," https://t.co/fEiZM12Lmm, LOMBOK - Sebanyak 191 kuburan dipindahkan saat pembangunan Sirkuit Mandalika di Nusa Tenggara Barat (NTB). Sebanyak 191 makam itu, dipindahkan atas  https://t.co/QA5tD7L4VO",in,[],[],388848045,388848045,Radar_Cirebon,Radar Cirebon,7,23,https://twitter.com/Radar_Cirebon/status/1505692188893659141,"['http://Radarcirebon.com', 'http://www.radarcirebon.com/2022/03/21/kuburan-di-sirkuit-mandalika-ada-191-makam-yang-dipindahkan-saat-pembangunan/']",[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
101,1505692177682247683,1505692177682247683,1647819964000.0,2022-03-20 23:46:04,+0000,,"Kemacetan panjang terjadi usai gelaran MotoGP di Sirkuit Mandalika, Lombok Tengah, NTB, Minggu (20/3/2022) malam.  https://t.co/kB8f7WjML1",in,[],[],23343960,23343960,kompascom,Kompas.com,7,23,https://twitter.com/kompascom/status/1505692177682247683,['http://dlvr.it/SM3W8Q'],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
103,1505692162486579200,1505387099402354692,1647819960000.0,2022-03-20 23:46:00,+0000,,"@nywhereIm @donbaehaqi @ridwanhr Iya ngab, harus amit dulu sama mbah nya, kalo ga amit ya gt malah crash Mandalika masih nyari tumbal, sekali dapet eh ternyata speknya minta yang top global kek @marcmarquez93  Xixixi Ketik 1",in,[],[],1264565662103465984,1264565662103465984,billiesh777,onlypains.com,7,23,https://twitter.com/billiesh777/status/1505692162486579200,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'donbaehaqi', 'name': 'Kopitumpah', 'id': '113858883'}, {'screen_name': 'ridwanhr', 'name': 'Ridwan Hanif', 'id': '43922847'}]",,,,,id
105,1505692152537309186,1505692152537309186,1647819958000.0,2022-03-20 23:45:58,+0000,,"Headline @hariankompas SENIN, 21/03: ● Dibalik Balapan Dramatis di Sirkuit Mandalika  ● All England 2022: Kebanggaan dari Generasi Baru   Simak Ulasannya &amp; Berita Lainnya Dlm #RedaksiKOMPASBicara  #SONORAPAGI Pk.7.20 wib di #SonoraNetwork  📶  https://t.co/nFJVA6ZBDL  https://t.co/cKD56O4Zng",in,"['redaksikompasbicara', 'sonorapagi', 'sonoranetwork']",[],180696019,180696019,SonoraFM92,Radio Sonora Jakarta,7,23,https://twitter.com/SonoraFM92/status/1505692152537309186,['https://linktr.ee/SONORAFM92.0_JAKARTA'],['https://pbs.twimg.com/media/FOVLCG-VsAEWfNz.jpg'],1,https://pbs.twimg.com/media/FOVLCG-VsAEWfNz.jpg,False,0,0,1,,Mandalika,,,,,,,[],,,,,id
